timestamp_utc,tren,linea,retraso_min,origen,destino,latitud,longitud,accesible,mat
2026-09-04T03:15:21Z,14541,,0,61307,61200,37.605175,-0.97484106,False,592219
2026-09-04T03:15:21Z,12512,,0,08223,31412,42.234493,-8.713075,False,599009
2026-09-04T03:30:33Z,04154,,3,31412,17000,43.18462,-8.446196,False,106051
2026-09-04T03:30:33Z,18047,,0,60400,18000,39.503765,-3.2663467,False,449057
2026-09-04T03:30:33Z,14541,,0,61307,61200,37.747013,-0.9672061,False,592219
2026-09-04T03:30:33Z,15620,,5,78400,78600,41.636684,0.936099,False,447093
2026-09-04T03:30:33Z,12512,,5,08223,31412,42.391308,-8.634035,False,599009
2026-09-04T03:45:23Z,04154,,3,31412,17000,42.897587,-8.5043,False,106051
2026-09-04T03:45:23Z,18047,,0,60400,18000,39.656315,-3.3527756,False,449057
2026-09-04T03:45:23Z,15309,,-2,71300,04040,41.182396,0.5692338,False,448002
2026-09-04T03:45:23Z,18120,,0,65400,79400,40.80486,0.52336967,False,"447157,447173"
2026-09-04T03:45:23Z,17707,,1,35200,35002,39.96979,-4.684311,False,598009
2026-09-04T03:45:23Z,03062,,2,04307,60000,42.030785,2.81803,False,103010
2026-09-04T03:45:23Z,15000,,0,71400,79400,41.11299,1.1505345,False,"448020,448024"
2026-09-04T03:45:23Z,12411,,0,31412,22308,43.20765,-8.446858,False,599040
2026-09-04T03:45:23Z,15620,,5,78400,78600,41.65338,1.1253492,False,447093
2026-09-04T03:45:23Z,12689,,1,21010,31412,43.494625,-8.181632,False,594012
2026-09-04T03:45:23Z,08072,,-1,60600,60000,39.34348,-2.0173411,False,104001
2026-09-04T03:45:23Z,12512,,3,08223,31412,42.54732,-8.650271,False,599009
2026-09-04T04:00:43Z,18047,,3,60400,18000,39.82194,-3.6547606,False,449057
2026-09-04T04:00:43Z,18120,,1,65400,79400,40.765102,0.65507835,False,"447157,447173"
2026-09-04T04:00:43Z,18121,,0,79400,65400,41.38076,2.1439307,False,447040
2026-09-04T04:00:43Z,15772,,2,79309,71801,42.19443,2.9836643,False,"449032,449038"
2026-09-04T04:00:43Z,15000,,0,71400,79400,41.111366,1.2533424,False,"448020,448024"
2026-09-04T04:00:43Z,18071,,-1,71100,11200,41.632397,-0.8668278,False,448023
2026-09-04T04:00:43Z,04464,,2,08223,17000,42.339043,-8.610355,False,106057
2026-09-04T04:00:43Z,15309,,-1,71300,04040,41.229565,0.54008985,False,448002
2026-09-04T04:00:43Z,17707,,2,35200,35002,39.961506,-4.426288,False,598009
2026-09-04T04:00:43Z,05063,,2,60911,17000,38.408073,-0.6633139,True,106008
2026-09-04T04:00:43Z,03062,,5,71801,60000,41.755325,2.6550858,True,103026
2026-09-04T04:00:43Z,12411,,2,31412,22308,43.044792,-8.444492,False,599040
2026-09-04T04:00:43Z,15621,,4,78600,78400,41.73067,1.7074687,False,447096
