timestamp_utc,tren,linea,retraso_min,origen,destino,latitud,longitud,accesible,mat
2026-09-26T03:30:35Z,04154,,1,31412,17000,43.171482,-8.453506,False,106055
2026-09-26T03:30:35Z,14541,,-1,61307,61200,37.747013,-0.9672061,False,592067
2026-09-26T03:30:35Z,04114,,1,20309,17000,42.93529,-7.4706645,True,730014
2026-09-26T03:45:24Z,04154,,0,31412,17000,42.871445,-8.54236,False,106055
2026-09-26T03:45:24Z,04114,,2,20309,17000,42.77828,-7.4249816,True,730014
2026-09-26T03:45:24Z,12689,,1,21010,31412,43.488102,-8.230719,False,594102
2026-09-26T04:00:48Z,04154,,2,31412,17000,42.75769,-8.321639,False,106055
2026-09-26T04:00:48Z,04464,,1,08223,17000,42.351906,-8.615494,False,106063
2026-09-26T04:00:48Z,15051,,-1,71500,73100,41.111496,1.1655797,False,447039
2026-09-26T04:00:48Z,18120,,2,65400,79400,40.760506,0.644645,False,"447040,447176"
2026-09-26T04:00:48Z,18066,,1,14100,10000,41.91423,-4.499777,False,449025
2026-09-26T04:00:48Z,03062,,1,71801,60000,41.34828,2.0553653,True,103004
2026-09-26T04:00:48Z,18121,,3,79400,65400,41.390793,2.1630075,False,449014
2026-09-26T04:00:48Z,14541,,1,61307,61200,37.976032,-1.0885359,False,592067
2026-09-26T04:00:48Z,15000,,0,71400,79400,41.111366,1.2533424,False,"470023,470070"
2026-09-26T04:00:48Z,04114,,0,20309,17000,42.623093,-7.4865823,True,730014
2026-09-26T04:00:48Z,12689,,2,21010,31412,43.411873,-8.18034,False,594102
2026-09-26T04:00:48Z,18910,,2,30100,10000,40.955177,-5.34323,False,599013
2026-09-26T04:00:48Z,18071,,0,71100,11200,41.652718,-0.89602864,False,470171
2026-09-26T04:16:01Z,13041,,0,43019,51003,37.311813,-6.841049,False,449048
2026-09-26T04:16:01Z,15051,,-2,71500,73100,41.16012,1.0992229,False,447039
2026-09-26T04:16:01Z,18120,,0,65400,79400,40.886528,0.8010184,False,"447040,447176"
2026-09-26T04:16:01Z,18121,,4,79400,65400,41.332027,2.093548,False,449014
2026-09-26T04:16:01Z,18066,,-1,14100,10000,41.70102,-4.6760626,False,449025
2026-09-26T04:16:01Z,17021,,1,35400,18000,39.50234,-6.427288,False,599004
2026-09-26T04:16:01Z,15772,,0,79309,71801,42.047554,2.957259,False,"447055,447163"
2026-09-26T04:16:01Z,15000,,2,71400,79400,41.142723,1.4057415,False,"470023,470070"
2026-09-26T04:16:01Z,04114,,4,20309,17000,42.52758,-7.5038624,True,730014
2026-09-26T04:16:01Z,18071,,-3,71100,11200,41.71094,-0.99849737,False,470171
2026-09-26T04:16:01Z,05871,,3,65300,60000,39.818268,-0.16312757,False,100011
2026-09-26T04:16:01Z,04154,,0,31412,17000,42.382614,-7.9617343,False,106055
2026-09-26T04:16:01Z,02061,,4,51003,60000,37.47295,-5.947314,False,103022
2026-09-26T04:16:01Z,04464,,2,08223,17000,42.478905,-8.650368,False,106063
2026-09-26T04:16:01Z,03062,,1,71801,60000,41.235626,1.5494068,True,103004
2026-09-26T04:16:01Z,12689,,2,21010,31412,43.411873,-8.18034,False,594102
2026-09-26T04:16:01Z,18910,,3,30100,10000,40.864548,-5.1293116,False,599013
2026-09-26T04:16:01Z,35869,,2,65400,04104,40.759403,0.63573056,True,120006
